horse_name,horse_id,sex_age_latest,starts,wins,top2,top3,win_rate,quinella_rate,show_rate,avg_finish,avg_last3f,best_last3f,first_race_date,latest_race_date,latest_course,latest_surface,latest_distance_m,latest_finish,condition_starts_json
オフザチェイン,pw01dud102022100662/29,牝3,3,0,0,1,0.0,0.0,0.333333,7.0,36.6667,35.6,2025-01-18,2025-08-31,札幌,芝,000,3,"{""中京|芝|600"": 1, ""札幌|芝|000"": 1, ""札幌|芝|500"": 1}"
オフトレイル,pw01dud102021110031/A2,牡4,6,1,2,2,0.166667,0.333333,0.333333,6.3333,33.0833,32.6,2025-02-09,2025-11-23,京都,芝,600,4,"{""中京|芝|200"": 1, ""中山|芝|200"": 1, ""京都|芝|400"": 1, ""京都|芝|600"": 1, ""新潟|芝|600"": 1, ""東京|芝|600"": 1}"
オブシディアン,pw01dud102020100307/5D,牡5,9,0,0,0,0.0,0.0,0.0,12.4444,38.8889,36.5,2025-01-05,2025-12-21,中山,ダート,800,14,"{""中山|ダート|400"": 1, ""中山|ダート|800"": 3, ""京都|ダート|800"": 1, ""東京|ダート|100"": 1, ""東京|ダート|400"": 1, ""東京|ダート|600"": 1, ""福島|ダート|700"": 1}"
オブシディアーナ,pw01dud102022102994/B0,牝3,6,0,1,1,0.0,0.166667,0.166667,6.6667,38.7167,36.9,2025-01-19,2025-08-03,新潟,ダート,200,11,"{""中山|ダート|800"": 1, ""新潟|ダート|200"": 1, ""東京|ダート|400"": 3, ""福島|ダート|700"": 1}"
オブラプリーマ,pw01dud102023100237/00,牝2,3,1,1,2,0.333333,0.333333,0.666667,3.6667,35.4333,35.0,2025-07-20,2025-12-06,中山,芝,000,3,"{""中山|芝|000"": 1, ""札幌|芝|800"": 1, ""福島|芝|000"": 1}"
オブラマエストラ,pw01dud102022105003/C1,牡3,4,0,0,0,0.0,0.0,0.0,8.75,38.65,36.6,2025-03-16,2025-12-06,中京,ダート,800,15,"{""中京|ダート|800"": 1, ""中京|芝|200"": 2, ""京都|ダート|800"": 1, ""阪神|ダート|800"": 1}"
オプティクス,pw01dud102022100289/AA,牡3,4,0,0,0,0.0,0.0,0.0,11.5,39.475,38.0,2025-02-23,2025-07-06,小倉,ダート,700,13,"{""京都|ダート|400"": 1, ""京都|芝|800"": 1, ""小倉|ダート|700"": 1, ""阪神|ダート|800"": 1}"
オプティモ,pw01dud102023104805/CC,牡2,2,0,0,0,0.0,0.0,0.0,5.5,35.2,35.1,2025-11-29,2025-12-13,中京,芝,600,5,"{""中京|芝|600"": 1, ""京都|芝|600"": 1}"
オプレントジュエル,pw01dud102022105365/9A,牝3,8,1,2,4,0.125,0.25,0.5,5.375,35.9,33.4,2025-02-01,2025-11-22,福島,芝,000,11,"{""中山|芝|600"": 1, ""新潟|ダート|800"": 1, ""新潟|芝|000"": 1, ""東京|芝|000"": 1, ""東京|芝|800"": 2, ""福島|芝|000"": 2}"
オベイユアマスター,pw01dud102021102952/FE,せん4,7,0,0,0,0.0,0.0,0.0,11.0,34.7857,33.4,2025-02-02,2025-12-21,中京,芝,600,13,"{""中京|芝|600"": 1, ""函館|芝|200"": 1, ""小倉|芝|200"": 1, ""新潟|芝|600"": 1, ""阪神|芝|400"": 1, ""阪神|芝|600"": 2}"
オペラプラージュ,pw01dud102021104784/90,牡4,4,1,1,1,0.25,0.25,0.25,11.25,41.125,37.4,2025-03-29,2025-12-07,中山,ダート,800,15,"{""中山|ダート|800"": 1, ""小倉|ダート|700"": 1, ""東京|ダート|100"": 1, ""阪神|ダート|000"": 1}"
オマツリオトコ,pw01dud102020104144/9E,牡5,1,0,0,0,0.0,0.0,0.0,15.0,38.7,38.7,2025-01-11,2025-01-11,中京,ダート,400,15,"{""中京|ダート|400"": 1}"
オメガインペリアル,pw01dud102021110078/07,牡4,4,1,1,1,0.25,0.25,0.25,7.25,35.6,35.0,2025-03-02,2025-06-28,函館,芝,000,11,"{""中京|芝|000"": 1, ""函館|芝|000"": 1, ""函館|芝|800"": 1, ""小倉|芝|000"": 1}"
オメガウインク,pw01dud102021103559/4E,牝4,6,0,1,1,0.0,0.166667,0.166667,10.0,34.45,33.6,2025-02-16,2025-11-01,東京,芝,600,12,"{""中山|芝|600"": 1, ""新潟|芝|600"": 1, ""東京|芝|400"": 2, ""東京|芝|600"": 2}"
オメガエクレール,pw01dud102022105270/3A,牝3,2,0,0,0,0.0,0.0,0.0,12.0,35.7,35.2,2025-06-15,2025-08-09,札幌,芝,000,13,"{""札幌|芝|000"": 1, ""東京|芝|400"": 1}"
オメガキャプテン,pw01dud102020103960/8B,牡5,4,0,1,2,0.0,0.25,0.5,6.0,33.95,33.4,2025-02-02,2025-11-15,東京,芝,400,12,"{""中山|芝|200"": 1, ""東京|芝|400"": 3}"
オメガギネス,pw01dud102020102904/08,牡5,5,1,1,1,0.2,0.2,0.2,5.0,36.48,35.3,2025-01-26,2025-11-15,東京,ダート,600,7,"{""中京|ダート|400"": 1, ""中京|ダート|800"": 1, ""東京|ダート|600"": 2, ""阪神|ダート|800"": 1}"
オメガショータイム,pw01dud102022106537/A1,牡3,1,0,0,0,0.0,0.0,0.0,9.0,39.4,39.4,2025-01-13,2025-02-02,京都,ダート,800,除外,"{""中京|ダート|400"": 1, ""京都|ダート|800"": 1}"
オメガシンフォニー,pw01dud102020103892/70,牝5,1,0,0,0,0.0,0.0,0.0,10.0,38.9,38.9,2025-03-09,2025-03-09,中山,ダート,800,10,"{""中山|ダート|800"": 1}"
オメガストリーム,pw01dud102022105292/40,牝3,4,0,0,0,0.0,0.0,0.0,10.75,36.425,34.7,2025-04-05,2025-12-06,中山,ダート,200,16,"{""中京|芝|000"": 1, ""中山|ダート|200"": 1, ""小倉|芝|000"": 1, ""阪神|芝|400"": 1, ""阪神|芝|600"": 1}"
オメガセレナーデ,pw01dud102022106532/62,牝3,3,0,0,0,0.0,0.0,0.0,10.3333,37.5667,36.5,2025-03-16,2025-07-12,小倉,芝,800,12,"{""中京|ダート|400"": 1, ""京都|ダート|400"": 1, ""小倉|芝|800"": 1}"
オメガタキシード,pw01dud102020102988/54,せん5,7,0,0,2,0.0,0.0,0.285714,6.2857,36.7429,36.2,2025-02-16,2025-11-24,東京,ダート,100,3,"{""中京|ダート|800"": 1, ""京都|ダート|800"": 1, ""京都|ダート|900"": 1, ""東京|ダート|100"": 3, ""阪神|ダート|800"": 1}"
オメガディコン,pw01dud102023105255/E5,牡2,2,0,1,1,0.0,0.5,0.5,9.5,36.2,33.8,2025-11-02,2025-12-27,中山,芝,000,17,"{""中山|芝|000"": 1, ""東京|芝|000"": 1}"
オメガドライヴ,pw01dud102022105253/73,せん3,5,1,1,1,0.2,0.2,0.2,10.2,39.5,37.7,2025-02-23,2025-12-20,阪神,ダート,800,15,"{""中山|ダート|800"": 1, ""京都|ダート|800"": 1, ""札幌|ダート|700"": 1, ""阪神|ダート|800"": 2}"
オメガナビゲーター,pw01dud102021105247/A3,せん4,3,0,0,1,0.0,0.0,0.333333,7.3333,35.0,34.1,2025-08-03,2025-11-24,福島,芝,600,13,"{""中京|芝|200"": 1, ""京都|芝|200"": 1, ""福島|芝|600"": 1}"
オメガヒストリー,pw01dud102023105245/D5,牡2,3,0,0,0,0.0,0.0,0.0,6.3333,37.5333,35.4,2025-11-16,2025-12-14,中京,ダート,400,8,"{""中京|ダート|400"": 1, ""京都|ダート|400"": 1, ""東京|芝|600"": 1}"
オメガフリーク,pw01dud102022103589/0A,せん3,1,0,0,0,0.0,0.0,0.0,16.0,44.1,44.1,2025-01-11,2025-01-11,中山,ダート,800,16,"{""中山|ダート|800"": 1}"
オラリオン,pw01dud102022103586/B1,牡3,7,0,0,0,0.0,0.0,0.0,11.7143,37.8143,35.4,2025-01-05,2025-09-15,阪神,芝,200,16,"{""中京|芝|000"": 1, ""京都|芝|400"": 1, ""小倉|芝|000"": 1, ""札幌|芝|000"": 2, ""阪神|ダート|800"": 1, ""阪神|芝|200"": 1}"
オランジェロ,pw01dud102021101409/EF,牝4,1,0,0,0,0.0,0.0,0.0,13.0,37.8,37.8,2025-08-23,2025-08-23,札幌,芝,500,13,"{""札幌|芝|500"": 1}"
オランジー,pw01dud102020103375/B4,牝5,1,0,0,0,0.0,0.0,0.0,11.0,38.3,38.3,2025-01-05,2025-01-05,中山,ダート,800,11,"{""中山|ダート|800"": 1}"
オラヴィンリンナ,pw01dud102023103689/C7,牝2,4,1,1,3,0.25,0.25,0.75,4.0,36.925,34.9,2025-06-14,2025-12-07,阪神,ダート,800,1,"{""京都|ダート|800"": 1, ""東京|芝|600"": 1, ""阪神|ダート|400"": 1, ""阪神|ダート|800"": 1}"
オリ,pw01dud102019102376/B9,牡6,1,0,0,0,0.0,0.0,0.0,16.0,46.2,46.2,2025-09-21,2025-09-21,中山,ダート,800,16,"{""中山|ダート|800"": 1}"
オリアメンディ,pw01dud102018106612/50,牝7,7,0,0,1,0.0,0.0,0.142857,10.2857,34.5571,32.2,2025-02-16,2025-11-09,東京,ダート,300,16,"{""中山|芝|200"": 1, ""小倉|芝|200"": 1, ""新潟|芝|000"": 3, ""東京|ダート|300"": 1, ""東京|芝|400"": 1}"
オリエンタルガール,pw01dud102023101564/59,牝2,2,0,0,0,0.0,0.0,0.0,9.5,39.95,39.4,2025-11-09,2025-12-07,中山,ダート,200,13,"{""中山|ダート|200"": 1, ""福島|ダート|700"": 1}"
オリエンタルキング,pw01dud102019100069/91,牡6,5,0,1,1,0.0,0.2,0.2,7.8,38.92,37.7,2025-02-22,2025-06-29,小倉,ダート,700,14,"{""小倉|ダート|700"": 2, ""福島|ダート|700"": 2, ""阪神|ダート|400"": 1}"
オリエンタルナイト,pw01dud102021104751/07,牡4,4,0,0,0,0.0,0.0,0.0,9.5,35.9333,34.7,2025-02-22,2025-12-07,阪神,芝,800,8,"{""小倉|芝|600"": 1, ""新潟|障害|890"": 2, ""阪神|芝|400"": 1, ""阪神|芝|800"": 1}"
オリオアルセーリオ,pw01dud102022105132/AF,牝3,5,1,2,2,0.2,0.4,0.4,4.0,35.52,34.3,2025-02-08,2025-12-27,中山,芝,200,5,"{""中山|芝|200"": 1, ""新潟|芝|200"": 1, ""東京|芝|400"": 2, ""福島|芝|000"": 1}"
オリジナルアポジー,pw01dud102023100625/CE,牡2,2,0,0,0,0.0,0.0,0.0,12.0,38.15,35.6,2025-09-27,2025-12-20,中山,ダート,800,12,"{""中山|ダート|800"": 1, ""中山|芝|600"": 1}"
オリジナルファイン,pw01dud102022102906/06,牝3,9,1,2,4,0.111111,0.222222,0.444444,4.3333,38.4444,37.4,2025-03-22,2025-09-21,阪神,ダート,800,3,"{""中京|ダート|800"": 2, ""京都|ダート|800"": 1, ""京都|ダート|900"": 2, ""阪神|ダート|000"": 1, ""阪神|ダート|800"": 3}"
オリバナム,pw01dud102022100381/43,牝3,5,2,3,3,0.4,0.6,0.6,4.2,36.16,33.6,2025-03-29,2025-11-01,京都,芝,600,1,"{""京都|芝|600"": 1, ""京都|芝|800"": 1, ""小倉|芝|000"": 1, ""阪神|ダート|400"": 1, ""阪神|芝|600"": 1}"
オリヒメボシ,pw01dud102023103612/32,牝2,1,0,0,0,0.0,0.0,0.0,8.0,38.5,38.5,2025-10-25,2025-10-25,京都,ダート,400,8,"{""京都|ダート|400"": 1}"
オリビアサンライズ,pw01dud102022103123/34,牝3,6,0,2,3,0.0,0.333333,0.5,4.6667,39.1,36.5,2025-01-13,2025-08-17,中京,ダート,800,6,"{""中京|ダート|800"": 3, ""京都|ダート|800"": 1, ""小倉|ダート|700"": 1, ""阪神|ダート|800"": 1}"
オリビアジュテーム,pw01dud102020100714/D8,牝5,3,0,0,1,0.0,0.0,0.333333,10.0,36.8667,36.5,2025-05-25,2025-12-20,中山,ダート,200,12,"{""中山|ダート|200"": 1, ""新潟|ダート|200"": 1, ""阪神|ダート|200"": 1}"
オリンポスカズマ,pw01dud102020102013/EC,牡5,3,0,0,0,0.0,0.0,0.0,10.0,39.4,39.4,2025-01-11,2025-12-28,阪神,障害,970,8,"{""中京|ダート|400"": 1, ""阪神|障害|970"": 2}"
オリージネアリア,pw01dud102022101068/A4,牝3,5,0,0,0,0.0,0.0,0.0,8.6,39.44,36.4,2025-02-02,2025-11-24,福島,ダート,700,13,"{""京都|ダート|400"": 3, ""福島|ダート|700"": 1, ""阪神|ダート|400"": 1}"
オリーブグリーン,pw01dud102022105694/EA,牡3,8,0,1,1,0.0,0.125,0.125,6.625,37.85,35.8,2025-01-11,2025-12-21,中京,ダート,800,2,"{""中京|ダート|800"": 2, ""中山|ダート|800"": 2, ""新潟|ダート|800"": 1, ""東京|ダート|600"": 2, ""阪神|ダート|400"": 1}"
オリーボーレン,pw01dud102021105739/6E,牝4,9,0,1,2,0.0,0.111111,0.222222,5.8889,35.3333,33.4,2025-01-25,2025-10-11,京都,芝,800,6,"{""中京|芝|000"": 1, ""中京|芝|600"": 1, ""京都|芝|800"": 1, ""小倉|芝|800"": 2, ""新潟|芝|000"": 1, ""新潟|芝|600"": 1, ""福島|芝|000"": 1, ""阪神|芝|600"": 1}"
オルグジェシダ,pw01dud102022104875/B0,牝3,7,1,5,6,0.142857,0.714286,0.857143,2.8571,34.5857,33.7,2025-01-12,2025-11-24,東京,芝,600,2,"{""中山|芝|000"": 1, ""中山|芝|600"": 1, ""新潟|芝|800"": 1, ""東京|芝|600"": 1, ""東京|芝|800"": 3}"
オルゴーリオ,pw01dud102021110147/95,せん4,5,0,0,0,0.0,0.0,0.0,7.8,37.3,34.8,2025-03-30,2025-11-16,東京,ダート,400,7,"{""中京|ダート|400"": 1, ""中山|ダート|800"": 1, ""札幌|ダート|700"": 1, ""東京|ダート|400"": 2}"
オルソビアンコ,pw01dud102020102918/E4,牝5,5,0,0,0,0.0,0.0,0.0,9.2,36.52,35.4,2025-03-01,2025-10-11,東京,芝,000,9,"{""中山|ダート|800"": 1, ""東京|芝|000"": 2, ""東京|芝|800"": 1, ""福島|芝|800"": 1}"
オルティジア,pw01dud102022103024/76,牡3,3,0,0,0,0.0,0.0,0.0,10.6667,38.0333,36.4,2025-01-12,2025-09-13,中山,ダート,200,13,"{""中山|ダート|200"": 2, ""小倉|芝|200"": 1}"
オルトパラティウム,pw01dud102021105056/DE,牡4,3,0,0,2,0.0,0.0,0.666667,4.6667,36.0333,35.6,2025-01-05,2025-12-14,中京,芝,200,8,"{""中京|芝|200"": 2, ""小倉|芝|600"": 1}"
オルネーロ,pw01dud102023107288/4C,牡2,2,1,1,1,0.5,0.5,0.5,3.0,34.05,33.4,2025-08-10,2025-10-26,京都,芝,800,5,"{""京都|芝|800"": 1, ""新潟|芝|800"": 1}"
オルノア,pw01dud102020103929/56,牝5,6,0,1,1,0.0,0.166667,0.166667,7.0,35.2333,34.5,2025-02-09,2025-12-21,中山,芝,000,2,"{""中山|芝|000"": 1, ""中山|芝|800"": 1, ""函館|芝|800"": 2, ""東京|芝|800"": 1, ""福島|芝|800"": 1}"
オルビスケリー,pw01dud102023101235/09,牝2,1,0,0,0,0.0,0.0,0.0,10.0,40.6,40.6,2025-12-14,2025-12-14,中京,ダート,800,10,"{""中京|ダート|800"": 1}"
オルフェスト,pw01dud102020102718/82,牝5,4,0,0,0,0.0,0.0,0.0,8.5,34.375,33.6,2025-02-16,2025-07-27,札幌,芝,500,7,"{""函館|芝|200"": 1, ""小倉|芝|200"": 1, ""札幌|芝|500"": 1, ""東京|芝|400"": 1}"
オルフセン,pw01dud102023105642/40,牡2,3,1,1,2,0.333333,0.333333,0.666667,3.3333,33.9333,33.6,2025-10-25,2025-12-27,中山,芝,000,6,"{""中山|芝|000"": 1, ""東京|芝|000"": 2}"
オルブライト,pw01dud102023101644/6A,牡2,4,0,0,0,0.0,0.0,0.0,6.5,38.175,36.7,2025-10-25,2025-12-20,中山,ダート,800,5,"{""中山|ダート|800"": 2, ""東京|ダート|600"": 2}"
オルペラー,pw01dud102022103731/84,牡3,2,0,0,0,0.0,0.0,0.0,11.5,38.45,38.0,2025-04-20,2025-07-26,中京,ダート,400,13,"{""中京|ダート|400"": 1, ""阪神|ダート|400"": 1}"
オルミラベル,pw01dud102022105986/53,牝3,4,0,0,0,0.0,0.0,0.0,9.25,37.525,34.6,2025-01-12,2025-07-27,札幌,ダート,700,12,"{""中京|芝|000"": 1, ""函館|芝|200"": 1, ""札幌|ダート|700"": 1, ""阪神|芝|800"": 1}"
オルロジェール,pw01dud102022105820/10,牝3,5,0,0,0,0.0,0.0,0.0,9.4,39.28,38.3,2025-03-08,2025-08-24,中京,ダート,400,8,"{""中京|ダート|400"": 1, ""京都|ダート|800"": 1, ""函館|ダート|700"": 1, ""東京|ダート|600"": 1, ""阪神|ダート|400"": 1}"
オルン,pw01dud102023100395/AB,牝2,1,0,0,0,0.0,0.0,0.0,6.0,36.2,36.2,2025-11-30,2025-11-30,京都,芝,000,6,"{""京都|芝|000"": 1}"
オレデイイノカ,pw01dud102018101243/84,牡7,7,0,0,0,0.0,0.0,0.0,8.0,37.9,35.4,2025-01-18,2025-12-07,中山,ダート,800,7,"{""中山|ダート|800"": 4, ""新潟|ダート|800"": 1, ""東京|ダート|600"": 2}"
オレノアイバ,pw01dud102020105472/6A,牡5,6,0,0,0,0.0,0.0,0.0,12.6667,36.5333,34.3,2025-07-13,2025-12-14,中京,ダート,400,13,"{""中京|ダート|400"": 1, ""京都|ダート|800"": 1, ""京都|芝|400"": 1, ""京都|芝|600"": 1, ""小倉|芝|800"": 1, ""阪神|芝|600"": 1}"
オレノナオミ,pw01dud102022105976/43,牝3,3,0,0,0,0.0,0.0,0.0,7.6667,38.2,37.0,2025-01-19,2025-04-27,京都,ダート,200,8,"{""中京|ダート|200"": 1, ""京都|ダート|200"": 1, ""阪神|ダート|400"": 1}"
オレンジキャンパス,pw01dud102023104392/0E,牝2,1,0,0,0,0.0,0.0,0.0,7.0,34.3,34.3,2025-09-06,2025-09-06,中山,芝,200,7,"{""中山|芝|200"": 1}"
オレンジジュース,pw01dud102022101609/DD,牝3,2,0,0,0,0.0,0.0,0.0,12.0,36.0,35.4,2025-01-25,2025-02-22,小倉,芝,000,14,"{""中京|芝|600"": 1, ""小倉|芝|000"": 1}"
オレンジフィールド,pw01dud102023102640/8D,牝2,4,0,0,0,0.0,0.0,0.0,7.0,35.1,34.7,2025-08-17,2025-12-21,阪神,芝,800,11,"{""中京|芝|600"": 1, ""阪神|芝|600"": 2, ""阪神|芝|800"": 1}"
オレンジリバー,pw01dud102023103727/B2,牝2,3,0,0,0,0.0,0.0,0.0,9.6667,36.9,35.1,2025-07-19,2025-12-21,中山,ダート,200,5,"{""中山|ダート|200"": 1, ""新潟|芝|200"": 1, ""福島|芝|200"": 1}"
オロスコピオ,pw01dud102022105395/CA,牝3,7,1,1,1,0.142857,0.142857,0.142857,8.2857,37.8429,35.6,2025-02-09,2025-09-20,中山,芝,000,17,"{""中山|芝|000"": 1, ""函館|芝|600"": 2, ""小倉|芝|000"": 1, ""小倉|芝|800"": 1, ""札幌|芝|600"": 1, ""福島|芝|600"": 1}"
オロパタジン,pw01dud102022102567/15,牡3,9,1,1,3,0.111111,0.111111,0.333333,7.2222,39.2556,37.6,2025-02-08,2025-11-22,福島,ダート,700,15,"{""中山|ダート|200"": 2, ""函館|ダート|700"": 1, ""小倉|芝|200"": 1, ""札幌|ダート|700"": 3, ""福島|ダート|700"": 2}"
オンクラウドナイン,pw01dud102022106754/CA,牡3,10,0,1,5,0.0,0.1,0.5,5.7,39.49,38.1,2025-01-05,2025-08-30,札幌,ダート,700,6,"{""中山|ダート|800"": 5, ""札幌|ダート|700"": 3, ""東京|ダート|100"": 2}"
オンサイト,pw01dud102022100423/FA,牡3,5,0,0,0,0.0,0.0,0.0,6.8,36.82,35.6,2025-04-20,2025-08-02,札幌,ダート,000,8,"{""中山|ダート|200"": 1, ""函館|ダート|000"": 2, ""札幌|ダート|000"": 1, ""東京|ダート|300"": 1}"
オンザスカイ,pw01dud102020103055/01,牡5,1,0,0,0,0.0,0.0,0.0,11.0,38.2,38.2,2025-03-23,2025-03-23,中京,ダート,400,11,"{""中京|ダート|400"": 1}"
オンザスクエア,pw01dud102022105798/E7,牝3,7,2,3,3,0.285714,0.428571,0.428571,6.8571,38.2286,35.9,2025-02-22,2025-11-30,東京,ダート,400,9,"{""中山|ダート|800"": 1, ""函館|ダート|700"": 1, ""函館|芝|000"": 1, ""札幌|ダート|700"": 1, ""東京|ダート|400"": 1, ""東京|ダート|600"": 2}"
オンザダブル,pw01dud102019104621/9B,牡6,1,0,0,0,0.0,0.0,0.0,4.0,37.1,37.1,2025-02-22,2025-02-22,京都,ダート,400,4,"{""京都|ダート|400"": 1}"
オンザノアール,pw01dud102023103399/44,牝2,3,0,0,2,0.0,0.0,0.666667,5.0,37.5667,36.7,2025-08-30,2025-12-06,阪神,ダート,200,3,"{""中京|芝|400"": 1, ""京都|ダート|200"": 1, ""阪神|ダート|200"": 1}"
オンザバサラ,pw01dud102022105377/90,牡3,7,0,0,0,0.0,0.0,0.0,8.4286,39.1143,36.0,2025-01-13,2025-08-02,新潟,ダート,800,12,"{""中京|ダート|800"": 1, ""中山|ダート|800"": 3, ""新潟|ダート|800"": 1, ""東京|ダート|100"": 1, ""東京|芝|000"": 1}"
オンザブルースカイ,pw01dud102022104163/63,牡3,12,2,3,3,0.166667,0.25,0.25,7.4167,35.2,34.0,2025-01-06,2025-12-07,阪神,芝,400,13,"{""中京|芝|400"": 1, ""京都|芝|200"": 1, ""京都|芝|400"": 1, ""小倉|芝|200"": 3, ""新潟|芝|200"": 1, ""札幌|芝|200"": 2, ""東京|芝|400"": 2, ""阪神|芝|400"": 1}"
オンザマーチ,pw01dud102023100956/04,牝2,1,1,1,1,1.0,1.0,1.0,1.0,34.6,34.6,2025-11-30,2025-11-30,京都,芝,200,1,"{""京都|芝|200"": 1}"
オンザムービー,pw01dud102023102455/7A,牡2,2,0,0,0,0.0,0.0,0.0,9.5,34.45,34.3,2025-11-30,2025-12-13,中京,芝,600,9,"{""中京|芝|600"": 1, ""京都|芝|200"": 1}"
オンザムーブ,pw01dud102022105971/04,牡3,6,1,2,3,0.166667,0.333333,0.5,4.8333,36.3,34.4,2025-01-13,2025-07-20,小倉,芝,800,8,"{""中京|芝|600"": 1, ""中山|芝|600"": 1, ""京都|芝|600"": 1, ""小倉|ダート|700"": 1, ""小倉|芝|800"": 1, ""阪神|芝|600"": 1}"
オンザライン,pw01dud102018104646/6E,せん7,8,0,0,1,0.0,0.0,0.125,7.125,37.3,35.1,2025-01-05,2025-11-24,福島,ダート,700,11,"{""中京|ダート|900"": 2, ""中山|ダート|800"": 2, ""京都|ダート|800"": 1, ""東京|ダート|100"": 1, ""福島|ダート|700"": 2}"
オンザレイディオ,pw01dud102022102255/8C,牝3,2,0,0,0,0.0,0.0,0.0,13.5,39.35,37.9,2025-03-16,2025-07-12,福島,ダート,700,14,"{""中京|ダート|400"": 1, ""福島|ダート|700"": 1}"
オンザヴィーナス,pw01dud102021105057/51,牝4,5,0,0,0,0.0,0.0,0.0,9.6,35.44,34.3,2025-02-08,2025-11-24,福島,芝,200,13,"{""中山|芝|200"": 1, ""小倉|芝|200"": 1, ""新潟|芝|200"": 1, ""福島|芝|200"": 2}"
オントゥザステージ,pw01dud102022101704/CF,牝3,3,0,0,0,0.0,0.0,0.0,12.3333,37.8667,36.2,2025-03-02,2025-06-21,函館,芝,800,10,"{""函館|芝|800"": 1, ""小倉|芝|200"": 1, ""阪神|ダート|200"": 1}"
オンマイビート,pw01dud102023100344/E8,牡2,5,0,0,1,0.0,0.0,0.2,9.2,37.86,35.4,2025-06-28,2025-12-14,中山,ダート,200,3,"{""中山|ダート|200"": 1, ""函館|芝|200"": 1, ""札幌|芝|200"": 1, ""札幌|芝|500"": 1, ""東京|ダート|600"": 1}"
オンマガトオル,pw01dud102019106105/30,牝6,5,0,0,1,0.0,0.0,0.2,5.0,36.26,34.5,2025-04-05,2025-06-21,函館,ダート,000,5,"{""中山|ダート|200"": 1, ""函館|ダート|000"": 2, ""新潟|ダート|200"": 2}"
オンリーラヴ,pw01dud102020106394/2E,牝5,2,0,0,0,0.0,0.0,0.0,12.5,39.45,39.1,2025-05-11,2025-06-28,小倉,ダート,700,12,"{""京都|ダート|400"": 1, ""小倉|ダート|700"": 1}"
オーウェンズバレー,pw01dud102022103627/F5,牡3,6,0,0,0,0.0,0.0,0.0,10.6667,37.8,34.9,2025-01-05,2025-09-14,阪神,ダート,200,14,"{""中京|ダート|200"": 1, ""中京|ダート|400"": 1, ""京都|ダート|800"": 1, ""京都|芝|200"": 1, ""小倉|ダート|000"": 1, ""阪神|ダート|200"": 1}"
オーガスタスカイ,pw01dud102019105161/D5,牝6,1,0,0,0,0.0,0.0,0.0,7.0,36.4,36.4,2025-02-10,2025-02-10,京都,ダート,200,7,"{""京都|ダート|200"": 1}"
オーガスタフラッグ,pw01dud102022100244/2B,牝3,2,0,0,0,0.0,0.0,0.0,13.5,42.5,40.4,2025-02-02,2025-03-30,中山,ダート,800,14,"{""中山|ダート|800"": 1, ""東京|ダート|400"": 1}"
オーキッドロマンス,pw01dud102021103323/0A,牡4,3,0,0,0,0.0,0.0,0.0,10.3333,34.7333,33.6,2025-01-05,2025-05-25,新潟,芝,000,6,"{""中京|芝|600"": 1, ""中山|芝|200"": 1, ""新潟|芝|000"": 1}"
オーキッドワン,pw01dud102023100313/45,牡2,6,0,0,0,0.0,0.0,0.0,10.1667,36.4667,34.9,2025-08-31,2025-12-28,中山,ダート,800,12,"{""中山|ダート|800"": 1, ""中山|芝|000"": 1, ""中山|芝|800"": 1, ""新潟|芝|800"": 1, ""東京|芝|000"": 2}"
オーキーベルセルク,pw01dud102023102492/61,牡2,1,0,0,0,0.0,0.0,0.0,7.0,39.6,39.6,2025-12-27,2025-12-27,阪神,ダート,800,7,"{""阪神|ダート|800"": 1}"
オーケアニス,pw01dud102022104883/DA,牝3,5,2,3,4,0.4,0.6,0.8,2.8,37.84,35.1,2025-04-05,2025-10-12,京都,ダート,800,7,"{""中京|ダート|800"": 2, ""京都|ダート|800"": 1, ""阪神|ダート|800"": 1, ""阪神|芝|800"": 1}"
オーケーエンジェル,pw01dud102022104553/17,牝3,6,1,2,3,0.166667,0.333333,0.5,6.8333,39.4167,37.9,2025-04-20,2025-12-14,阪神,ダート,800,12,"{""中京|ダート|800"": 2, ""京都|ダート|800"": 2, ""福島|ダート|700"": 1, ""阪神|ダート|800"": 1}"
オーケーカルメン,pw01dud102021102380/22,牝4,7,0,0,0,0.0,0.0,0.0,11.5714,38.6286,36.9,2025-01-11,2025-11-16,京都,ダート,800,14,"{""中京|ダート|800"": 1, ""京都|ダート|800"": 3, ""小倉|ダート|700"": 1, ""阪神|ダート|400"": 1, ""阪神|ダート|800"": 1}"
オーケーグリット,pw01dud102023101880/40,牡2,3,0,0,0,0.0,0.0,0.0,10.3333,37.0333,35.3,2025-10-13,2025-11-15,東京,芝,000,12,"{""東京|ダート|600"": 1, ""東京|芝|000"": 1, ""東京|芝|800"": 1}"
オーケーグレイス,pw01dud102023104951/81,牝2,1,0,0,0,0.0,0.0,0.0,5.0,42.0,42.0,2025-08-17,2025-08-17,札幌,芝,800,5,"{""札幌|芝|800"": 1}"
オーケーサイン,pw01dud102022102872/79,牝3,2,0,0,0,0.0,0.0,0.0,13.0,41.5,40.8,2025-03-15,2025-03-29,中京,ダート,800,13,"{""中京|ダート|800"": 2}"
オーケースマイル,pw01dud102022101574/DD,牝3,4,0,0,0,0.0,0.0,0.0,15.0,36.025,35.1,2025-01-18,2025-10-13,東京,芝,600,18,"{""中山|芝|600"": 2, ""東京|芝|400"": 1, ""東京|芝|600"": 1}"
